num_img,PSNR,SSIM,MSE,MEAN_PSNR,STD_PNSR,MEAN_SSIM,STD_SSIM
1,19.878618412517433,0.5394754409790039,0.0038486376870423555,22.23991271713671,1.9005790665143856,0.6107346433581728,0.10979993529314261
2,23.87231976423738,0.6563008427619934,0.0019976880867034197,27.673012599988738,1.5742699632343333,0.7152159358515884,0.024827565237734744
3,19.35355814553415,0.5539050102233887,0.005528269335627556,,,,
4,23.34597921649462,0.647680938243866,0.0022298120893538,,,,
5,20.2289383584602,0.612445592880249,0.0052666328847408295,,,,
6,25.1103609798113,0.6588570475578308,0.0020512104965746403,,,,
7,20.084259882232438,0.5821404457092285,0.0051622274331748486,,,,
8,20.117205242173256,0.5830584168434143,0.005067978519946337,,,,
9,20.556269638241535,0.591632604598999,0.005144721828401089,,,,
10,24.259789043032676,0.6300374865531921,0.002640999387949705,,,,
11,22.38062076123438,0.5613306164741516,0.0028800670988857746,,,,
12,24.464316467519772,0.6918590068817139,0.0017431228188797832,,,,
13,20.882092749505645,0.6246580481529236,0.003932393155992031,,,,
14,24.04575403024754,0.6224477887153625,0.0023273215629160404,,,,
15,24.077188529974414,0.6333622336387634,0.0026272013783454895,,,,
16,26.159402316750928,0.5944803953170776,0.0011016314383596182,,,,
17,19.626930252729068,0.6058157682418823,0.005073703825473785,,,,
18,22.441100402443197,0.6084651350975037,0.0033676098100841045,,,,
19,24.8379325588628,0.5827199816703796,0.001441782689653337,,,,
20,22.354424054662275,0.6243148446083069,0.002962238620966673,,,,
21,21.026591941519925,0.5984225273132324,0.004155314993113279,,,,
22,24.33245083901321,0.5786039233207703,0.0017968612955883145,,,,
23,22.52699550685883,0.642604649066925,0.002815640764310956,,,,
24,20.252170194416053,0.5893340706825256,0.005349400453269482,,,,
25,22.707576045136936,0.6458825469017029,0.0026416066102683544,,,,
26,22.41663748623079,0.6227521300315857,0.0033178699668496847,,,,
27,21.52400752230447,0.6043093800544739,0.003665679832920432,,,,
28,23.306445974165776,0.6399489045143127,0.0023013418540358543,,,,
29,22.68524140014489,0.5715548396110535,0.002311151707544923,,,,
30,23.701401906679603,0.6653424501419067,0.0020545939914882183,,,,
31,22.58063783982092,0.6032836437225342,0.003743643406778574,,,,
32,19.65093289288269,0.5926466584205627,0.007210295181721449,,,,
33,19.128969309672243,0.5945698618888855,0.006502024829387665,,,,
34,24.074101749561557,0.657021701335907,0.0016585389384999871,,,,
35,29.144406191815477,0.74867182970047,0.0005933610373176634,,,,
36,24.728169565598968,0.6964271664619446,0.0019085572566837072,,,,
37,28.854715147646104,0.7370986342430115,0.0006631182041019201,,,,
38,26.93960487805854,0.7198857665061951,0.0011232240358367562,,,,
39,29.56427267989319,0.7272067666053772,0.0007355615962296724,,,,
40,25.3669850761936,0.7066666483879089,0.0017876444617286325,,,,
41,25.724198229870954,0.7072020173072815,0.001746764057315886,,,,
42,27.10247246624444,0.7433867454528809,0.0011395715409889817,,,,
43,29.572881478455916,0.7190733551979065,0.0007770680822432041,,,,
44,26.279245558379742,0.6695350408554077,0.001173654105514288,,,,
45,29.308858815653622,0.7481181621551514,0.0005713125574402511,,,,
46,27.340029055918237,0.7387496829032898,0.0008889212040230632,,,,
47,29.05571317593545,0.7238048315048218,0.0007342779426835477,,,,
48,29.28718226809775,0.7162702679634094,0.0007915784954093397,,,,
49,28.2628135173007,0.6739001274108887,0.0007516150362789631,,,,
50,26.404061547608983,0.737834095954895,0.0012840449344366789,,,,
51,28.393988253397502,0.714555025100708,0.0008551316568627954,,,,
52,27.67889428553692,0.6729070544242859,0.0008408844005316496,,,,
53,27.946938012487372,0.7181285619735718,0.0008444410632364452,,,,
54,29.58631122984567,0.7105448842048645,0.0010999396909028292,,,,
55,27.398871787054667,0.6756868958473206,0.0009069377556443214,,,,
56,28.95391046481985,0.7450181245803833,0.0006410409114323556,,,,
57,27.147227895075723,0.7160728573799133,0.0010934510501101613,,,,
58,28.995907902435473,0.7409267425537109,0.0006209189887158573,,,,
59,28.486870170294697,0.7169071435928345,0.0008370372233912349,,,,
60,27.1426548262815,0.7170976996421814,0.0010052863508462906,,,,
61,28.990990670935,0.7329733967781067,0.0006639938801527023,,,,
62,27.466800378776295,0.6791865825653076,0.0009431550861336291,,,,
63,29.13414088097543,0.7507429122924805,0.0005881012766622007,,,,
64,28.757983514676326,0.7108549475669861,0.0009027342312037945,,,,
65,25.574114422357276,0.7193718552589417,0.0018434649100527167,,,,
66,24.544099702445482,0.7102983593940735,0.0020119829569011927,,,,
