Epoch,Loss_D,Loss_G,Loss_GAN,Loss_CONTENT,Score_D,Score_G,PSNR,SSIM
1,0.1070909031985742,0.14760643463856177,0.9086216302558882,0.13852021836972,0.7794983812870179,0.10987579590027859,19.023057006366514,0.5110984598145341
2,0.05191364021647945,0.06051095400568474,0.9200320273705659,0.051310634029776016,0.9059729168789805,0.08086311664989525,19.438256319243102,0.5534763652266879
3,0.05714595423065177,0.05599737604945649,0.887812834303761,0.04711924791449204,0.8939122771709909,0.10115985434672788,21.126307921414554,0.6231363578276201
4,0.06368775977473777,0.054293806919928474,0.862058534120735,0.04567322181926682,0.8740730293790951,0.12132540181697818,21.027250304629522,0.6087933688452749
5,0.07659584099402822,0.05372191932202291,0.8216837988537011,0.045505081421512494,0.8497931467554474,0.15105257362082047,21.292106197508517,0.5820827917619185
6,0.08135722819135871,0.05246701622176732,0.8192976354285453,0.04427403993140864,0.8517268524988184,0.15893838745411046,21.755194310290737,0.6376772649360426
7,0.09661544057213182,0.05231104373094614,0.7841225364666231,0.04446981852943461,0.8043111704386087,0.20139827638377994,21.284222252669668,0.6157828605536259
8,0.10769086884972537,0.050937217529424685,0.7535573369006633,0.043401644357968755,0.7793103616483843,0.22398340278047002,21.920560289327376,0.6400354558771307
9,0.13628830962680738,0.04948359037959494,0.67078245324263,0.04277576596653634,0.713763677494582,0.2888775610463268,21.99193401281925,0.6343031308867715
10,0.13525789036452995,0.04750773311792763,0.634664987105715,0.04116108322808846,0.7048913156253058,0.28884126078521294,22.446968423083135,0.6494368874665463
11,0.14550711684093026,0.04811780124438832,0.6393346677880081,0.04172445491985924,0.7036027735892624,0.2957451359008919,22.265849602202557,0.6426860690116882
12,0.14373864094325783,0.047561706908629896,0.6225143635282031,0.04133656331328795,0.6978418764600993,0.30507061669522373,21.930743846380537,0.6276739004886511
13,0.14559944434517155,0.04737472598672185,0.6480481762639845,0.04089424431029829,0.6987298228746123,0.30463390571652893,22.306646678306127,0.624367847587123
14,0.1366567976982103,0.04758967817587751,0.6474212516684739,0.04111546589147891,0.7074230330499086,0.29372789824470574,21.97846014057463,0.6060668753855156
15,0.1566464556218461,0.046557418071440704,0.5866565367174402,0.04069085289627291,0.6843930580847718,0.31707359523701234,22.198664617125186,0.6198533592802106
16,0.14004134271935975,0.04605404843400171,0.6120700150071986,0.03993334839560357,0.7039635056288929,0.3019502898062959,22.53586801747325,0.6553005251017484
17,0.1410505498845014,0.04633546638993395,0.6217677131148116,0.04011778923242311,0.7032685970934214,0.3008001851555789,22.24945759660972,0.6382762265927864
18,0.15126370813417545,0.04661134623087258,0.6040926509131603,0.04057041994078918,0.6838143908262434,0.31323077912663727,22.427736532554412,0.6386561484047861
19,0.14190406847289772,0.04573663954899541,0.616066704623701,0.039575972599270856,0.7046672003506347,0.3026384231927907,22.511281208519215,0.6464777877836516
20,0.1443475904162399,0.04593455605916028,0.6168351904315847,0.03976620420044176,0.703122122865241,0.29925750809012375,22.374906283934976,0.6389643965345441
21,0.14444018817798784,0.045507096862964946,0.6166763504006778,0.03934033346293818,0.7003548276542079,0.30072071110220144,22.248457495717112,0.61149375185822
22,0.1337725519511676,0.04591846554317344,0.6391152509614746,0.039527313145911416,0.7081437142128825,0.28758977244953904,22.230175888814614,0.6328845457597212
23,0.14649504436718847,0.045729457226072016,0.6389805022160393,0.03933965245611123,0.702491632490875,0.29390293656195665,22.526498847709252,0.6363688598979603
24,0.14468732994437308,0.04570805616026225,0.6136658655574309,0.039571397642950805,0.6971324801263976,0.30438307949377896,22.529493866639804,0.6560459606575243
25,0.14492908944414706,0.04545265531496922,0.6481803226579567,0.038970852147677496,0.7076685050715981,0.2907919940908546,22.406130361451066,0.6407737858367689
26,0.14981284122079633,0.04530073718741344,0.5938254549092384,0.03936248314238083,0.6846419123419325,0.3168898483253195,22.429449225847293,0.6451105204495516
27,0.15277717764303372,0.04539572186174045,0.6057964930184971,0.03933775710082,0.6850522275032559,0.31561632645609894,22.368952690222375,0.6600350340207418
28,0.15277767742594356,0.0449763746987307,0.6099395980505483,0.03887697882333667,0.6919738401856129,0.30382978755502693,22.30011019512302,0.6418768962224325
29,0.15077707833336806,0.04472078218343318,0.5947214224253446,0.0387735678450167,0.6845003301298971,0.3170439150331481,22.477972646182547,0.6348436763792327
30,0.1495339209178495,0.04473775626643191,0.6263478957258035,0.03847427739731362,0.6986913748464534,0.30266901450168027,22.39706903485022,0.6337077202218951
31,0.1498379288927207,0.04472502055114747,0.6024100584520384,0.038700919949089654,0.6864132728192873,0.3160602484201063,22.565517651976048,0.6354090210163232
32,0.15059117286062276,0.044797940455495906,0.6426517638910333,0.03837142280821286,0.698706383268853,0.3016341529679099,22.658819217579786,0.6411285599072775
33,0.1436712276600669,0.04459495062323891,0.61572443651447,0.03843770603010758,0.696075837043713,0.30426104241188673,22.637880432718447,0.6631143526597456
34,0.14441551142510087,0.04453263781121851,0.6236488155189027,0.03829615010442205,0.702181500925109,0.29996580937587364,22.53286444812626,0.6609336318391742
35,0.15392335869185203,0.04456540046651525,0.6149578111227842,0.038415822458588544,0.6900041164461193,0.3075049366241911,22.655264930211878,0.6408010685082638
36,0.1382759339943381,0.04460367826842501,0.6257301425064886,0.03834637701963962,0.7072556589644519,0.29992213394654094,22.61513779837837,0.6616684198379517
37,0.14401899883488226,0.04476305732366345,0.625770454164156,0.038505352928883754,0.7001973616416108,0.30468778086553244,22.594525058473174,0.67081459905162
38,0.14871005609846513,0.044686334593760396,0.6386565620824978,0.038299769143331386,0.7065549486952473,0.29604041597882996,22.566635245898915,0.6546912807406802
39,0.15015272111628394,0.044161033097459404,0.6123273843558521,0.03803775934452982,0.691448005248673,0.30716695656311177,22.76029479112921,0.6539844491265037
40,0.14066357026407006,0.0440086973357264,0.6336570265352862,0.037672127280935885,0.7075105170544659,0.2903850645027721,22.47092168356695,0.6401445630824927
41,0.14193231107252696,0.04402183160332902,0.6320846184420603,0.03770098560005313,0.7030308128489449,0.2944552582450319,22.548698872181628,0.6496152191451101
42,0.14390454930094218,0.04423827992790381,0.6399302715683128,0.037838977410110816,0.7028647457548589,0.29665601022694266,22.707876585019324,0.6457388653899684
43,0.13753445779136753,0.04419087971035241,0.6476873348360271,0.0377140064853199,0.7110127553219314,0.28953226459415554,22.386696095211704,0.6549682996489785
44,0.1384838541507178,0.043978793398054966,0.6447487153514552,0.03753130652446048,0.712757418326745,0.28851390697045043,22.401637321547145,0.6554376555211616
45,0.1362307395506014,0.04443294697511169,0.65857575875661,0.03784718923977857,0.7168182817569898,0.2879864360653458,22.48924425181679,0.6287069663856969
46,0.1284180548870844,0.044672415972932686,0.7251645666953733,0.03742077051405211,0.7453103950282526,0.25576448372523486,22.683594536268586,0.6459146160067935
47,0.11025527584661383,0.045243230070593506,0.7270427107720459,0.03797280316042375,0.7556254632018603,0.24826997376967083,22.69488146422375,0.6449290965542649
48,0.11889466990122038,0.045394337213482926,0.7336337279893271,0.038057999949882494,0.7507688044234488,0.25134338688560753,22.273437120857132,0.653824098182447
49,0.09979857825698867,0.046263225727354654,0.8089440107888676,0.03817378579947925,0.7895637266366158,0.208198359656171,22.409748311409853,0.6157699805317502
50,0.07235569184986859,0.04719897600607883,0.8857507794167657,0.038341468357075865,0.8347916593131642,0.16715492174629018,22.80709469683333,0.6702749512412332
51,0.12567993570274716,0.04619434411689107,0.7423062304271019,0.03877128206685627,0.7408077466098667,0.2622525826798032,21.701405353676158,0.6206264983523976
52,0.15744827835959924,0.04430642659261812,0.6221128765072167,0.03808529787020151,0.6833725762168114,0.31605242118493976,22.589899457814422,0.6501099413091486
53,0.15932288660682686,0.0433418773109024,0.6078540914513074,0.0372633364506988,0.681679998144745,0.3201670420151727,22.549134782794198,0.66523759654074
54,0.14856532957170077,0.04315614838919679,0.6210022499005543,0.03694612595366545,0.690927229917855,0.31173439048111845,22.721132561218596,0.6433376724069769
55,0.14393864527921743,0.043049909844824825,0.6304108276906661,0.03674580163591815,0.7003215303363091,0.2978549078485208,22.958329632742284,0.6645362377166748
56,0.14878118812087457,0.04312687362109339,0.6186400032803789,0.03694047372089522,0.6913754673237681,0.30685137781677324,22.71023293517008,0.6598579359777046
57,0.13778527014257333,0.04300429151819887,0.6207033927547452,0.03679725771590264,0.7036929291672297,0.3015608462415234,22.667744756084964,0.6530871499668468
58,0.13920505901539787,0.04347026721491629,0.6517378019399506,0.0369528892337597,0.7083564854156998,0.29036294865219,22.85909005427971,0.651635614308444
59,0.13786702807327972,0.043909289720683906,0.6708762991944315,0.03720052672398751,0.7054654639511282,0.29714437375720604,22.601684489504184,0.6494399056290135
60,0.12701324546029374,0.04358586312562295,0.6716651244876778,0.03686921214493912,0.7199206674470083,0.2817168624430963,22.810934900915164,0.6641896565755209
61,0.126844509191466,0.0441981218104663,0.7069478411518813,0.03712864354784595,0.7293610215730167,0.26904041536191964,22.679892796304884,0.6443533716779767
62,0.10913555998420209,0.045390880610807975,0.7863997991282377,0.03752688270121609,0.7749197608427107,0.23039583647135722,21.863016582690676,0.6487519813306404
63,0.08742227102647519,0.04613707962197704,0.839941303093685,0.03773766666956263,0.8023220009213609,0.20024467360909998,22.827883492932518,0.6568762262662252
64,0.1047269596733102,0.045879484524125845,0.8070409636245863,0.03780907506212287,0.7729703150152164,0.22285351931522673,22.006016794944145,0.636712108597611
65,0.14335196642325335,0.04518902083418998,0.7209454020633784,0.037979566910068645,0.7174274344831683,0.2900133231738207,22.75796685896481,0.6612394415971005
66,0.13541181138861605,0.04392549967507838,0.6855854026367924,0.03706964583687015,0.7077525171169116,0.29000184758535913,22.79872298691057,0.655149985443462
67,0.14101838898097555,0.04379309630961969,0.6659417560178399,0.037133678901394664,0.7072351263070885,0.2908751154148735,22.66813231365211,0.6464210008129929
68,0.14666088117780157,0.04332413893523955,0.6453193503749488,0.03687094533271471,0.7021514894207409,0.30317746391894695,22.74489485991184,0.6795319409081431
69,0.12365152653456639,0.043019619062486344,0.6582218494574591,0.03643740073480023,0.7101000666437316,0.2868640964699452,22.837342748115677,0.6726119969830369
70,0.13876420067129663,0.04317952324788319,0.6610826286476674,0.03656869718271761,0.7075404386314009,0.29312850918193706,22.397701284172896,0.6633402289766254
71,0.13775482962732524,0.04333687926400043,0.6564182980366521,0.036772696667647126,0.7011900005145062,0.3025050893957722,22.839955218542084,0.6601899067560831
72,0.1351950074133768,0.04321423187942421,0.6682536708942035,0.03653169533657865,0.7111516010607384,0.28784922785892936,23.01668747590719,0.6795143900495587
73,0.12879133341026378,0.04294493143576153,0.6605975955566313,0.036338955616534614,0.710301183147148,0.29302261198107815,22.742572400081013,0.6717990221399249
74,0.13159196154584282,0.043175611223519164,0.6803948121624819,0.0363716632608627,0.7168773517702779,0.28867495494442813,22.750231949650672,0.6741592685381571
75,0.12292968628301526,0.04322022672292855,0.6894432809104861,0.03632579395942102,0.7282033617422268,0.27483874591754787,22.942943324452155,0.6633351860624371
76,0.14146102794029536,0.043639187847427464,0.6844052735068351,0.03679513540642227,0.7085697225485231,0.2926927804054117,23.06690019005552,0.6693800832286025
77,0.13087652323819873,0.04294257107542244,0.6668162719716425,0.03627440843931997,0.7105387268232956,0.29152132916895723,22.622687961542212,0.6680093696623137
78,0.12343323584886419,0.04323285312908748,0.6865429839313075,0.03636742337418037,0.7194973821882596,0.28569161744849103,22.517225601996422,0.6244451069470608
79,0.13636750471619105,0.04329481414302154,0.6786366398463941,0.03650844779400185,0.715603531628915,0.28663575428487814,23.153288643297213,0.680842784318057
80,0.12058810803165197,0.04308516194445669,0.6803740730499261,0.03628142157126849,0.7154778597385665,0.28080256843349655,22.50881994958053,0.6637002536744783
81,0.12578781316836132,0.04351879327346542,0.6972181449446971,0.036546611885456035,0.722778664295114,0.27856350693237897,22.819086111598075,0.6743164676608462
82,0.12842758806618942,0.04324664844478634,0.6916106095708675,0.036330542335500295,0.7288028509578836,0.27651374967558057,22.82308628148156,0.6613353526953495
83,0.11902007654071668,0.04337229406009955,0.6837309690343673,0.03653498456425167,0.7246208328501963,0.2777541775593001,22.973045410659726,0.6679404287627249
84,0.12573738669978007,0.043015665949612925,0.6772842971139906,0.03624282312284569,0.7209858071107075,0.2838442338433968,22.915488278831727,0.6798816467776443
85,0.12694544813559647,0.042398342137184665,0.6733972951600111,0.03566436941651295,0.7208915933027535,0.2836366363446778,22.828813279438556,0.6690492702252937
86,0.12541810988293695,0.042977998871851254,0.6763116415920997,0.036214882571564175,0.7180998051537649,0.2829188253891767,22.848962197975897,0.6625993071180402
87,0.1324183150458354,0.04280988301236067,0.6823594603650752,0.03598628853622402,0.7114972732876319,0.2910210056203554,22.75584813216669,0.6742141716408007
88,0.1292212067473179,0.042854824088564766,0.6805793205806497,0.0360490310464787,0.7210361900977683,0.28692703144787474,22.737440053896847,0.6844540942798961
89,0.13053539463219174,0.042987251978144105,0.6816597924417135,0.03617065417705473,0.7129363991495508,0.2881610313757134,22.83804677726634,0.6606390114986536
90,0.12974707109057368,0.04293941464006403,0.6694138570884547,0.036245276205292595,0.7048604578888589,0.2975629823269632,22.86023887717021,0.6801884391091086
91,0.13597684371127444,0.042902411894424446,0.6839253128525337,0.03606315870502725,0.7093022402118532,0.28749697919349465,22.685141413206296,0.6679070609988589
92,0.12714546840799154,0.04288824715834725,0.682287323990824,0.036065374160908166,0.722141375031178,0.281699663357655,22.438739633982948,0.656040887037913
93,0.1267834690568478,0.04282126197239261,0.6812123438129845,0.036009138558928316,0.716337183387151,0.284661531346534,22.92401059289854,0.6685402881015431
94,0.12532347218390205,0.042964777098112965,0.6892837276038747,0.03607193992990115,0.7222551838321585,0.279579131912805,22.839674019991747,0.6648415290948116
95,0.12650674528349687,0.04292017668372497,0.6790217588413097,0.03612995930383761,0.718695326926768,0.28383926351412553,22.897392951835464,0.6797875184001345
96,0.12921195134984423,0.042721788829578625,0.6866042228385908,0.03585574680892645,0.7225658496673486,0.28061401135738634,23.076047953480302,0.6806817578546929
