Epoch,Loss_D,Loss_G,Loss_G_ADV,Loss_G_MSE,Loss_G_TV,Score_D,Score_G,PSNR,SSIM
1,0.27627072484062204,0.14703149370567548,0.980727223015416,0.14693341978784724,0.01562508049518996,0.7514100419366933,0.01927277387252536,5.100187922037998,0.07001700000564673
2,0.062314782502705564,0.1466118432010645,0.9952175658009756,0.14651232053724567,0.015636828917328864,0.942726836689159,0.004782433927351171,5.103611822100149,0.07239735502141789
3,5.3929938680032864e-05,0.14719820637503245,0.999987570574627,0.14709820468226054,0.015595696162550394,0.9999581968699096,1.2428170478427345e-05,5.100847324608397,0.07037835848755418
4,0.00010386004689988427,0.14743203799924276,0.9999621943994002,0.14733204020299512,0.015619509965676027,0.9999342018298889,3.780716461204788e-05,5.094316073774006,0.06995549277796032
5,0.9719583120734125,0.013580278408798304,0.7347053911639673,0.013506807798787997,0.0028289507142723793,0.2871651123110195,0.26529461226278894,20.70488312263141,0.5287392618890586
6,1.0066284882523067,0.004690176493890652,0.503422061318153,0.0046398343120733,0.0023030494411111608,0.4928473701150717,0.4965779411171747,20.778180453131597,0.5408921955644336
7,1.003583884701909,0.0047815386757665565,0.4421652782560004,0.004737322129769607,0.002316625834708088,0.5556228103627954,0.5578347212569341,20.735603966848135,0.5312573354862724
8,0.9752909939914972,0.004751613768877365,0.5170483671973504,0.004699908964625113,0.002301972977763786,0.5166550125846824,0.4829516328026496,20.791592389655136,0.5380308724721605
9,0.981487599225283,0.004737263302336827,0.5105942906593034,0.004686203844696892,0.0023174187393461385,0.5090485050498039,0.4894057099190869,20.735746059165116,0.5396581290281967
10,0.9902883189691343,0.004223065641285343,0.5296324651014817,0.004170102398106267,0.002931816688433396,0.48219744156403,0.4703675348985183,20.72951956656043,0.622314581437091
11,0.952122405795447,0.004715715549254563,0.5769072134234201,0.004658024835155799,0.0036274758115243375,0.47298089135533333,0.42309278608951434,20.80485567337956,0.6042893309473493
12,0.9140891335957871,0.004644994374242848,0.528678496719259,0.004592126543587026,0.0036292966936578913,0.5619979732735529,0.4713215008454133,19.58254675233177,0.5960686599609742
13,0.914644476585661,0.004777238529224987,0.5739273648705253,0.00471984576747826,0.003613942690180335,0.5142280427744732,0.42607263503814985,20.43440773112815,0.615294675198559
14,0.8565535936219213,0.004719541342957545,0.559041356041921,0.004663637203313753,0.0035976239497201618,0.5885267851910382,0.44095864558860703,19.93138729595454,0.6019524852102272
15,0.9473050626354392,0.0037405530879782004,0.43581851217914774,0.003696971218814204,0.003376086430140867,0.6197203355741452,0.5641814863596557,21.914138532843538,0.6579383089203216
16,0.9721207039714225,0.00312668750437397,0.502211410738718,0.0030764663500180496,0.003913244335275749,0.5297299726077558,0.49778859014408827,22.588901383571752,0.6608157919789956
17,0.9778368582642724,0.003102984745531087,0.33968894297791696,0.0030690158452872907,0.003932187348210364,0.6824100200806015,0.660311057022083,22.272938870976944,0.663708825116377
18,0.9742661058233025,0.0030868059327203755,0.3378982660232209,0.0030530161013592708,0.003927897113975636,0.6894128388963997,0.6621017339767791,22.541206387037377,0.6509636560743324
19,0.9835291890250528,0.003075742408912914,0.33010015302585993,0.0030427323944440476,0.0039297825965052425,0.6878802555939516,0.6698998469741401,22.523585896739018,0.6546124115149845
20,0.975257488753384,0.0028072518790740065,0.3235148516568271,0.0027749003955202063,0.0036565302830737414,0.7035425038089305,0.676485148343173,23.607765972097816,0.7140991218918038
21,0.9848654204418272,0.002568698733849061,0.3687568516969924,0.002531823045997457,0.003959296646017098,0.6484111780652717,0.6312431483030075,23.497085452545768,0.7186462089855801
22,0.9892530162439162,0.0025361454491508294,0.37307425453665305,0.00249883802812185,0.003960360329126344,0.6391876177354292,0.6269257454633469,23.16588215715136,0.7198264434247835
23,0.9928980448394558,0.0026006056186081926,0.3939975693715361,0.0025612058591733063,0.003950146972501424,0.614331086638999,0.6060024301413983,23.012659453203522,0.6845026103522488
24,0.998104771749479,0.0025709539664237626,0.44609403640671086,0.002526344566161728,0.003975427043609953,0.558690659755097,0.5539059640803546,23.430574865519986,0.7147363657482498
25,0.9938078982350288,0.0024181262916286948,0.6617913841592401,0.002351947154220007,0.003962392761801066,0.35396869650146395,0.338208615652187,22.6914075721293,0.7053796264915786
26,0.9996650430837131,0.002634254501337248,0.9996715142364034,0.002534287307693017,0.004011670521586997,0.0011724301544393952,0.00032848727548140166,22.91729665056124,0.7093661234219204
27,0.9999999961034757,0.0026384345683877083,0.9999999990258689,0.002538434505430302,0.00399846766349518,6.261628248687542e-09,2.7990480608509867e-09,23.465154799397034,0.7074031072929813
28,1.0000027770650277,0.002608584925014834,0.9999945185644755,0.002508585415713953,0.00399550519202502,2.813807085671157e-06,5.484070046623435e-06,23.03408722579453,0.6931046885925357
29,0.9999999785691165,0.002669432442835071,0.9999999922069515,0.002569432379877665,0.003978747095859422,3.180522819716513e-08,8.025217638718644e-09,22.792201217149433,0.7067740428647237
30,1.000000043835898,0.002386955866129713,0.9999997934842134,0.0022869558279061037,0.00398639886163411,1.6420109059757927e-07,2.0753581397208306e-07,24.024633415893902,0.7057916954720869
31,0.9999892407223445,0.002365317503399424,0.999999760363757,0.0022653174632732147,0.004114966479484924,1.1016511523795026e-05,2.4048970542138136e-07,23.91269335938526,0.7041996974326576
