num_img,PSNR,SSIM,MSE,MEAN_PSNR,STD_PNSR,MEAN_SSIM,STD_SSIM
1,16.7967317172916,0.45995742082595825,0.00782520417124033,16.97719411570837,2.731990881408065,0.4496591036969965,0.2514704635702633
2,18.678266256062845,0.586807906627655,0.006605915725231171,24.650024034560868,1.7600953705400024,0.6736228104793665,0.02713499292188887
3,12.835690399987069,0.2517800033092499,0.02479567565023899,,,,
4,18.44165215061592,0.5248928666114807,0.006897646933794022,,,,
5,14.525297811210656,0.39149025082588196,0.0195838063955307,,,,
6,20.66742219232447,0.5727194547653198,0.005705636460334063,,,,
7,13.329502717637375,0.25258520245552063,0.02445191517472267,,,,
8,13.288612420934154,0.25485989451408386,0.024417098611593246,,,,
9,14.95086560801627,0.33153167366981506,0.018702613189816475,,,,
10,19.081108931010146,0.5650720596313477,0.008702345192432404,,,,
11,19.35420024592784,0.5183843374252319,0.005781554616987705,,,,
12,19.084674288471696,0.5837414860725403,0.00601578364148736,,,,
13,14.631862436006099,0.34854552149772644,0.016583643853664398,,,,
14,17.93838117457876,0.4283056855201721,0.009497158229351044,,,,
15,19.563303758826983,0.5735155344009399,0.007428170181810856,,,,
16,22.696684325976403,0.6194280982017517,0.0024451648350805044,,,,
17,14.290653388976654,0.3399207890033722,0.017336156219244003,,,,
18,17.62674168723799,0.5012943148612976,0.01020369865000248,,,,
19,23.15219458808261,0.6042302846908569,0.002125561237335205,,,,
20,15.703144241333597,0.37491437792778015,0.013700866140425205,,,,
21,14.065756518981559,0.2971680164337158,0.02063894458115101,,,,
22,21.53301716129444,0.5678858757019043,0.0034234023187309504,,,,
23,15.536530081033815,0.443181574344635,0.014080685563385487,,,,
24,14.29079526198989,0.3801099956035614,0.021107781678438187,,,,
25,15.961200390742832,0.46677008271217346,0.012488367967307568,,,,
26,16.911017229858196,0.47405940294265747,0.011787491850554943,,,,
27,14.954102880832274,0.31272247433662415,0.01663968153297901,,,,
28,18.158337371801892,0.5046548843383789,0.0075299483723938465,,,,
29,17.635248712584914,0.5656377077102661,0.007393119856715202,,,,
30,19.11078689704177,0.5871864557266235,0.0059127225540578365,,,,
31,17.025854104618215,0.4812809228897095,0.013451565988361835,,,,
32,14.655583412921892,0.33986595273017883,0.02277655154466629,,,,
33,13.77218545416532,0.33424991369247437,0.022321686148643494,,,,
34,21.855906622810938,0.6196320652961731,0.0027640454936772585,,,,
35,26.278781004620086,0.7090957760810852,0.001147840521298349,,,,
36,21.529631475848085,0.6201843619346619,0.0039861989207565784,,,,
37,26.609915426834796,0.711371660232544,0.001111913239583373,,,,
38,23.687908541449623,0.6781800985336304,0.002374849049374461,,,,
39,26.992631548776146,0.7003278136253357,0.001329790335148573,,,,
40,21.6009204589501,0.6256643533706665,0.0042548831552267075,,,,
41,21.980266634453635,0.6280627250671387,0.00413644639775157,,,,
42,23.512980731991938,0.6854273676872253,0.002604298759251833,,,,
43,27.031390004204493,0.6935981512069702,0.0013951092259958386,,,,
44,23.956476677224906,0.6334120631217957,0.00200362759642303,,,,
45,26.40247540180973,0.7080132365226746,0.0011156093096360564,,,,
46,24.025190297904622,0.6915016174316406,0.0019069844856858253,,,,
47,24.28912549304208,0.6709160208702087,0.002200489165261388,,,,
48,26.276950091602387,0.6906787157058716,0.001583132310770452,,,,
49,26.403032196473895,0.6550058126449585,0.0011533830547705293,,,,
50,22.86746068154228,0.6770874857902527,0.002898947335779667,,,,
51,25.561238347330367,0.6886934638023376,0.0016417535953223705,,,,
52,26.297493933838094,0.6545587778091431,0.0011557830730453134,,,,
53,23.551637506045836,0.6684222221374512,0.002323268447071314,,,,
54,25.672610605450785,0.6642313003540039,0.002708562882617116,,,,
55,25.5694556111946,0.6515974402427673,0.0013820352032780647,,,,
56,25.584946293838126,0.7020938396453857,0.0013924582162871957,,,,
57,24.146676936178288,0.6859237551689148,0.0021819984540343285,,,,
58,25.558774408072647,0.7009904384613037,0.0013700874987989664,,,,
59,25.569154159492697,0.6964774131774902,0.001638763933442533,,,,
60,22.762401527747617,0.6566607356071472,0.002756227971985936,,,,
61,26.282120752184905,0.6930489540100098,0.0012389422627165914,,,,
62,25.528024021616496,0.6512643098831177,0.0014738752506673336,,,,
63,26.156475199763296,0.7105617523193359,0.0011673972476273775,,,,
64,25.989637707340798,0.6836331486701965,0.0017076327931135893,,,,
65,22.430082459619673,0.6678630113601685,0.003802227322012186,,,,
66,21.48902038125462,0.6553728580474854,0.004065671004354954,,,,
