num_img,PSNR,SSIM,MSE,MEAN_PSNR,STD_PNSR,MEAN_SSIM,STD_SSIM
1,19.906803398980006,0.5892533659934998,0.0038237415719777346,23.083985780497873,1.8355655472522816,0.6741911227052862,0.03944925080294897
2,24.230285603043225,0.6997267007827759,0.0018396326340734959,27.272162110834937,1.643098290342238,0.670339513908733,0.024570081281434474
3,20.0925245473416,0.6049186587333679,0.00466329138725996,,,,
4,23.651323053269063,0.690661609172821,0.00207842281088233,,,,
5,21.155824293505795,0.6952479481697083,0.004254459869116545,,,,
6,25.88749839222711,0.699077308177948,0.0017151277279481292,,,,
7,21.708535605035596,0.6806086301803589,0.0035514815244823694,,,,
8,22.010858862758408,0.7009769678115845,0.0032769469544291496,,,,
9,21.56470750134824,0.678078293800354,0.0040786657482385635,,,,
10,24.944427645346053,0.6886653304100037,0.002255819970741868,,,,
11,22.36902374238276,0.593529462814331,0.0028877679724246264,,,,
12,24.774537489863555,0.7044411301612854,0.001622952870093286,,,,
13,21.77889624631838,0.698125958442688,0.0031987226102501154,,,,
14,25.354749575348883,0.6974446773529053,0.0017216975102201104,,,,
15,25.611577806762007,0.7243121266365051,0.0018452467629685998,,,,
16,26.81529683825504,0.6259704828262329,0.000947211345192045,,,,
17,20.30543467655253,0.6636113524436951,0.004339849576354027,,,,
18,23.373525184817346,0.6965251564979553,0.0027169352397322655,,,,
19,24.955411194041762,0.6188442707061768,0.0014033046318218112,,,,
20,23.653443422159206,0.6897245049476624,0.0021964337211102247,,,,
21,22.085219040516577,0.673987627029419,0.003256426192820072,,,,
22,24.35443395096093,0.6057997345924377,0.0017877890495583415,,,,
23,23.59350992212258,0.7065309882164001,0.002202550182119012,,,,
24,21.011949837500445,0.6586308479309082,0.004490835592150688,,,,
25,23.988291047701786,0.7155928015708923,0.0019669649191200733,,,,
26,23.809944863742793,0.7116648554801941,0.002407291205599904,,,,
27,23.169709603285607,0.6962233781814575,0.0025094833690673113,,,,
28,24.31112609162949,0.7144132256507874,0.0018260519718751311,,,,
29,23.160733848972626,0.5954189300537109,0.002071472816169262,,,,
30,24.24973604993034,0.7010812759399414,0.0018108922522515059,,,,
31,23.45449745210331,0.6895948052406311,0.003061318304389715,,,,
32,20.262143188030333,0.659672200679779,0.006263715215027332,,,,
33,20.175550780576522,0.6799524426460266,0.005109642166644335,,,,
34,23.428181512619,0.6089282631874084,0.0019244990544393659,,,,
35,28.719142245286477,0.7054681777954102,0.000654403236694634,,,,
36,23.97324498907072,0.6618448495864868,0.0022708980832248926,,,,
37,28.471774312430668,0.689798891544342,0.000724244222510606,,,,
38,26.833297541613188,0.6663736701011658,0.001151057775132358,,,,
39,29.479520686005436,0.6732816696166992,0.0007500569918192923,,,,
40,24.820323419073805,0.6720036864280701,0.0020274368580430746,,,,
41,25.321695826068705,0.680943489074707,0.001916392589919269,,,,
42,26.243245619961776,0.6945449113845825,0.001388878677971661,,,,
43,29.203382620358525,0.666890025138855,0.000846075126901269,,,,
44,25.825160743985585,0.6364798545837402,0.0013030124828219414,,,,
45,28.71543541451656,0.7010276913642883,0.0006549620302394032,,,,
46,26.842659237029167,0.676348865032196,0.000996782211586833,,,,
47,28.807673765562892,0.6761797666549683,0.0007774356054142118,,,,
48,29.52151659857155,0.6630447506904602,0.0007499987841583788,,,,
49,27.978328294858454,0.6420031189918518,0.0008024980197660625,,,,
50,25.952922229760475,0.7046858668327332,0.0014246039791032672,,,,
51,28.27198322992782,0.646318793296814,0.0008794951718300581,,,,
52,27.331662980684573,0.645344614982605,0.0009108763770200312,,,,
53,27.088593967158264,0.6687972545623779,0.0010289724450558424,,,,
54,29.008129214616417,0.6709743142127991,0.001256571151316166,,,,
55,26.863209587552454,0.6341447830200195,0.00102599139790982,,,,
56,28.338779949474034,0.6930716633796692,0.000738582166377455,,,,
57,26.793680571281804,0.6678600907325745,0.0011861894745379686,,,,
58,28.247450732870867,0.7069478034973145,0.0007377014844678342,,,,
59,28.361177662414768,0.6736146211624146,0.0008616165723651648,,,,
60,26.85176958783471,0.6705145239830017,0.0010749254142865539,,,,
61,28.708165004138706,0.6748402118682861,0.0007086741970852017,,,,
62,26.984162865296927,0.6185747385025024,0.0010540151270106435,,,,
63,28.768714989691524,0.7102057933807373,0.0006397270481102169,,,,
64,28.560181438807298,0.6498832106590271,0.000944800500292331,,,,
65,25.265322797230496,0.6848324537277222,0.0019793109968304634,,,,
66,24.400860021799193,0.6854315400123596,0.0020794488955289125,,,,
