Epoch,Loss_D,Loss_G,Loss_G_ADV,Score_D,Score_G,PSNR,SSIM
1,1.0011102505509843,0.012977844660485538,0.49878196226779953,0.5001077875324982,0.5012180377322005,14.96057257519194,0.47855699993669987
