Epoch,Loss_D,Loss_G,Loss_G_ADV,Score_D,Score_G,PSNR,SSIM
1,1.0002018125600298,0.015966386964261167,0.5205951239894676,0.47920306092385007,0.479404874458011,24.272142753892055,0.5942523628473282
2,0.9999380641378105,0.006906443127584135,0.5208707966283345,0.47919113524600604,0.479129201910469,24.863699793438528,0.6036323557297388
3,0.9998019923350419,0.006169728457212326,0.5209547593596032,0.4792432517148136,0.4790452406403967,25.441290824283037,0.6179532110691071
4,0.9997437975623391,0.00560543913036524,0.5210115502876694,0.47924465108453557,0.4789884505951368,25.55130885263643,0.6238781362771988
5,0.9997240033407864,0.005458011971149247,0.5211019039884651,0.47917409218368295,0.47889809640727565,25.672296125367467,0.6510802159706751
6,0.9997144303721233,0.005289199590336711,0.5211035572106554,0.4791820075465661,0.4788964427893447,25.934065500173965,0.6511190285285314
7,0.9998087593800444,0.0050552008241658555,0.5210073577493155,0.47918388335770556,0.47899264517307766,25.67442775379458,0.644895980755488
8,0.9998326321057328,0.004966113732536004,0.5209864665952961,0.47918090257751805,0.4790135329176384,24.85709731957263,0.6596261908610662
9,0.9997307314205461,0.005023099962465914,0.5211763404484788,0.47909293397576136,0.4788236610127177,25.81492249391946,0.6741976936658224
10,0.9996743014689242,0.005155772934415672,0.5211363012871045,0.4791893966655809,0.4788636991086362,26.097981154334864,0.6718439857165018
11,0.895019402360283,0.004750690021027979,0.48869678210676387,0.61628381261056,0.5045400261270135,25.726996609754856,0.6211228718360265
12,0.8298756142924097,0.0048122096685949516,0.6967021964787219,0.4734221903247658,0.2626570345980398,25.002105365071642,0.7182685981194178
13,0.9000264755673745,0.004682171526169966,0.6334465975902662,0.46652692294583503,0.3594521807090011,25.78026138678213,0.6266883512338003
14,0.9906523725107328,0.004700528309833681,0.5606015303283474,0.44874610251864083,0.43094246115333823,25.461651856042398,0.6492229501406351
15,0.9016121987546428,0.004632006750363129,0.5386766676274456,0.5597111350791082,0.45438942727199977,25.946143316115702,0.6259805858135223
16,0.8709438658710398,0.004549641155022309,0.5453844817471334,0.5836716528688923,0.44707612003807634,25.655440317749225,0.6424410790205002
17,0.9947617027196991,0.004414618161789487,0.03311476157074442,0.9721235308389011,0.9719730441489917,25.964254022029497,0.6437408477067947
18,1.0,0.0043943612341625395,0.0,1.0,1.0,25.783414785855552,0.719224601984024
19,1.0,0.004361936473406555,0.0,1.0,1.0,26.129228035006165,0.6661113798618317
20,1.0,0.0042945880688293105,0.0,1.0,1.0,26.09876941705197,0.6474846551815668
21,1.0,0.004342138913742612,0.0,1.0,1.0,26.12151036793554,0.6660034507513046
22,1.0,0.004252610380206717,0.0,1.0,1.0,25.748395864235153,0.6729064136743546
23,1.0000000038965242,0.0043261913155548965,5.84478641311287e-09,0.9999999912328204,0.9999999941552136,26.138691021845716,0.6325070510307947
24,1.0,0.004226794671381427,0.0,1.0,1.0,26.225325938740284,0.6849263707796732
25,1.0,0.004213328933223428,0.0,1.0,1.0,25.84944288901932,0.6364440421263377
26,0.9999999990258689,0.004129034820449395,9.74131068852145e-10,1.0,0.9999999990258689,26.14434894952275,0.721328467130661
27,0.9999999990258689,0.004206084432242109,9.74131068852145e-10,1.0,0.9999999990258689,26.20021461235792,0.647941991686821
28,1.0,0.004078776463847208,0.0,1.0,1.0,26.083412597644884,0.6845726668834686
29,1.0,0.004110824224701774,9.74131068852145e-10,0.9999999990258689,0.9999999990258689,26.13114618564465,0.7015244762102762
30,1.0,0.004007680091885155,9.74131068852145e-10,0.9999999990258689,0.9999999990258689,26.110657357016667,0.6729540824890137
