Epoch,Loss_D,Loss_G,Loss_G_ADV,Score_D,Score_G,PSNR,SSIM
1,0.9994454772162817,0.012321204175831766,0.48899700022504106,0.5115575232828035,0.5110029997749589,24.31125919357484,0.5809828241666158
2,0.9996516970675736,0.002611784493563387,0.4887786740684654,0.5115696300859242,0.5112213259315346,25.806905912954534,0.6044812112143545
3,0.9996908610755961,0.0016389315881240962,0.4886669934746345,0.5116421447256432,0.5113330065253655,27.71787696633239,0.6684824047666608
