Epoch,Loss_D,Loss_G,Loss_G_ADV,Score_D,Score_G,PSNR,SSIM
45,0.9999999970990895,0.0005872152904632852,5.801820936311787e-09,0.9999999970990895,0.9999999941981791,28.319782490924645,0.8598081395030022
46,1.0,0.0006288173171592444,0.0,1.0,1.0,28.384482240125767,0.8635389991104603
47,1.0,0.0006023413427094415,4.3513657022338404e-09,0.9999999941981791,0.9999999956486343,28.299181879685026,0.8418905697762966
48,1.0,0.000637489240111946,0.0,1.0,1.0,28.121356317842373,0.8631878532469273
49,1.0,0.0006104250838218731,8.702731404467681e-09,0.9999999912972686,0.9999999912972686,28.452946791487534,0.8448502942919731
50,1.0,0.000606468547965106,2.9009104681558934e-09,0.9999999970990895,0.9999999970990895,28.377918567076584,0.862199205905199
51,1.0,0.0006223861355168087,2.9009104681558934e-09,0.9999999970990895,0.9999999970990895,28.457120055857853,0.8680362664163113
52,1.0,0.0005907502821239399,8.702731404467681e-09,0.9999999912972686,0.9999999912972686,28.209621239469783,0.8603136353194714
53,1.0,0.0005973811607503335,2.9009104681558934e-09,0.9999999956486343,0.9999999970990895,28.401358566145703,0.8437303565442562
54,0.9999999970990895,0.0005910910834414891,5.801820936311787e-09,0.9999999970990895,0.9999999941981791,28.383501225106542,0.8616554886102676
55,1.0,0.0005999668443331162,3.1728708245455084e-09,0.9999999968271291,0.9999999968271291,28.44057635589973,0.8621561415493488
